"Entity ID","Common Name","Scientific Name","Where Listed","Species Group","FWS Lead Region","ESA Listing Status","Critical Habitat Type","Federal Register Publication","Critical Habitat Shapefile","tsn","Acres and Miles"
"772","Alani","Melicope pallida","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","196044","6976.0 acres"
"773","Alani","Melicope quadrangularis","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2003-02-27)","","196049",""
"774","Alani","Melicope reflexa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","196051","21982.4 acres"
"775","Alani","Melicope zahlbruckneri","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","196059","2295.4 acres"
"776","Blazingstar, Ash Meadows","Mentzelia leucophylla","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (1985-05-20)","Download","202471","1247.7 acres"
"778","No common name","Polyscias racemosa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","822352","5454.6 acres"
"779","No common name","Neraudia sericea","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","19180","49299.4 acres"
"780","`Aiea","Nothocestrum breviflorum","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","503963","12695.8 acres"
"781","`Aiea","Nothocestrum peltatum","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","30631","5266.0 acres"
"782","Kulu`i","Nototrichium humile","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","20827","24621.0 acres"
"784","Evening-primrose, Antioch Dunes","Oenothera deltoides ssp. howellii","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (1978-08-31)","Download","27392","315.2 acres"
"786","Orcutt grass, San Joaquin Valley","Orcuttia inaequalis","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (2006-02-10)","Download","504051","136090.9 acres"
"787","Orcutt grass, Sacramento","Orcuttia viscida","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2006-02-10)","Download","504052","33266.4 acres"
"788","Panicgrass, Carter's","Panicum fauriei var. carteri","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (1983-10-12)","Download","196357","3.7 acres"
"788","Panicgrass, Carter's","Panicum fauriei var. carteri","Wherever found","Flowering Plants","Region 1","Endangered","Proposed","Federal Register (2002-05-28)","","196357",""
"795","Makou","Peucedanum sandwicense","Wherever found","Flowering Plants","Region 1","Threatened","Final","Federal Register (2016-03-30)","Download","504266","19857.0 acres"
"799","No common name","Phyllostegia glabra var. lanaiensis","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2003-01-09)","","196159",""
"800","Kuahiwi laukahi","Plantago princeps","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","32922","58053.0 acres"
"801","Bluegrass, Hawaiian","Poa sandvicensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","41168","2864.0 acres"
"806","Po`e","Portulaca sclerocarpa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","20437","10848.2 acres"
"808","loulu","Pritchardia munroi","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2003-03-18)","","42489",""
"810","Kaulu","Pteralyxia kauaiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","30205","5679.7 acres"
"814","No common name","Remya kauaiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","38817","3166.4 acres"
"815","Remya, Maui","Remya mauiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","38818","12536.9 acres"
"822","No common name","Schiedea kaalae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","20211","13783.4 acres"
"827","Ragwort, San Francisco Peaks","Packera franciscana","Wherever found","Flowering Plants","Region 2","Threatened","Final","Federal Register (1983-11-22)","Download","565356","745.4 acres"
"829","No common name","Silene alexandri","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","20145","8758.3 acres"
"830","No common name","Silene lanceolata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","20148","10194.3 acres"
"832","Popolo ku mai","Solanum incompletum","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","505266","20614.5 acres"
"833","`Aiakeakua, popolo","Solanum sandwicense","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","30485","14357.7 acres"
"839","No common name","Stenogyne kanehoana","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","32847","5861.5 acres"
"840","Wire-lettuce, Malheur","Stephanomeria malheurensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (1982-11-10)","Download","196298","109.6 acres"
"845","No common name","Tetramolopium arenarium","Wherever found","Flowering Plants","Region 1","Endangered","Proposed","Federal Register (2002-12-18)","","38823",""
"846","Pamakani","Tetramolopium capillare","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","38825","8506.2 acres"
"847","No common name","Tetramolopium filiforme","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","38828","1436.0 acres"
"848","No common name","Tetramolopium lepidotum ssp. lepidotum","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","202492","7295.0 acres"
"849","No common name","Tetramolopium remyi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","38832","3900.3 acres"
"850","No common name","Tetramolopium rockii","Wherever found","Flowering Plants","Region 1","Threatened","Final","Federal Register (2016-03-30)","Download","38833","3865.7 acres"
"851","`Ohe`ohe","Polyscias gymnocarpa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","822364","32053.0 acres"
"858","Tuctoria, Greene's","Tuctoria greenei","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2006-02-10)","Download","202500","144757.4 acres"
"859","Grass, Solano","Tuctoria mucronata","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2006-02-10)","Download","202499","436.1 acres"
"860","Opuhe","Urera kaalae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","19206","6542.3 acres"
"862","No common name","Vigna o-wahuensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","899036","17554.5 acres"
"863","Pamakani","Viola chamissoniana ssp. chamissoniana","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","195689","7295.0 acres"
"864","No common name","Viola helenae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","505713","1508.9 acres"
"865","Nani wai`ale`ale","Viola kauaiensis var. wahiawaensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","847704","1621.9 acres"
"866","No common name","Viola lanaiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","","195692",""
"867","No common name","Viola oahuensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","22189","30094.1 acres"
"868","Iliau, dwarf","Wilkesia hobdyi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","196323","1908.4 acres"
"869","A`e","Zanthoxylum hawaiiense","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","28853","82649.9 acres"
"870","Wild-rice, Texas","Zizania texana","Wherever found","Flowering Plants","Region 2","Endangered","Final","Federal Register (1980-07-14)","Download","41321","119.3 acres"
"871","Pennyroyal, Todsen's","Hedeoma todsenii","Wherever found","Flowering Plants","Region 2","Endangered","Final","Federal Register (1981-01-19)","Download","32509","475.5 acres"
"874","Chaff-flower, round-leaved","Achyranthes splendens var. rotundata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","181935","2909.2 acres"
"884","Milkweed, Welsh's","Asclepias welshii","Wherever found","Flowering Plants","Region 6","Threatened","Final","Federal Register (1987-10-28)","Download","30325","3239.0 acres"
"886","Milk-vetch, Coachella Valley","Astragalus lentiginosus var. coachellae","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2013-02-13)","Download","192556","9371.0 acres"
"887","Milk-vetch, Fish Slough","Astragalus lentiginosus var. piscinensis","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (2005-06-09)","Download","192582","8009.1 acres"
"888","Milk-vetch, heliotrope","Astragalus montii","Wherever found","Flowering Plants","Region 6","Threatened","Final","Federal Register (1987-11-06)","Download","25592","56.1 acres"
"903","Spineflower, Monterey","Chorizanthe pungens var. pungens","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (2008-01-09)","Download","527354","11148.3 acres"
"915","Haha","Cyanea pinnatifida","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","34730","5861.5 acres"
"916","`aku`aku","Cyanea platyphylla","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","34731","7232.4 acres"
"917","Haha","Cyanea stictophylla","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","34748","5489.9 acres"
"918","Ha`iwale","Cyrtandra crenata","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2003-06-17)","","34132",""
"919","Ha`iwale","Cyrtandra giffardii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","34151","15596.5 acres"
"926","Sunray, Ash Meadows","Enceliopsis nudicaulis var. corrugata","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (1985-05-20)","Download","196274","1800.4 acres"
"928","Daisy, Parish's","Erigeron parishii","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (2002-12-24)","Download","35919","3962.3 acres"
"930","wild buckwheat, clay-loving","Eriogonum pelinophilum","Wherever found","Flowering Plants","Region 6","Endangered","Final","Federal Register (1984-07-13)","Download","21219","104.8 acres"
"938","Heau","Exocarpos luteolus","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","502586","12282.8 acres"
"939","Nohoanu","Geranium multiflorum","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","29143","59916.3 acres"
"941","Gumplant, Ash Meadows","Grindelia fraxinipratensis","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (1985-05-20)","Download","780681","2088.4 acres"
"947","Koki`o ke`oke`o","Hibiscus arnottianus ssp. immaculatus","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","524140","8111.6 acres"
"951","Ischaemum, Hilo","Ischaemum byrone","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","41800","5949.1 acres"
"952","Aupaka","Isodendrion hosakae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","22197","589.7 acres"
"954","Kamakahala","Labordia cyrtandrae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","29952","39277.1 acres"
"955","Kamakahala","Labordia lydgatei","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","29938","5291.3 acres"
"958","Bladderpod, San Bernardino Mountains","Lesquerella kingii ssp. bernardina","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2002-12-24)","Download","23196","1045.3 acres"
"961","nehe","Melanthera kamolensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","38797","16865.2 acres"
"962","nehe","Lipochaeta micrantha","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","38800","1354.8 acres"
"963","nehe","Melanthera tenuifolia","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","780449","7755.8 acres"
"964","nehe","Lipochaeta waimeaensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","38813","142.9 acres"
"965","No common name","Lobelia monostachya","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","503518","1959.7 acres"
"968","No common name","Lysimachia filifolia","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","24004","7426.4 acres"
"972","Navarretia, spreading","Navarretia fossalis","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (2010-10-07)","Download","31328","6715.2 acres"
"973","Niterwort, Amargosa","Nitrophila mohavensis","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (1985-05-20)","Download","20704","1051.0 acres"
"981","No common name","Phyllostegia mollis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","196171","8502.0 acres"
"983","No common name","Platanthera holochila","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","196422","66061.8 acres"
"986","Bluegrass, Mann's","Poa mannii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","41167","7430.2 acres"
"987","No common name","Poa siphonoglossa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","41169","9396.8 acres"
"993","Sandalwood, Lanai (=`iliahi)","Santalum haleakalae var. lanaiense","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","895619","53484.0 acres"
"999","Ohai","Sesbania tomentosa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","505189","45451.3 acres"
"1001","No common name","Silene hawaiiensis","Wherever found","Flowering Plants","Region 1","Threatened","Final","Federal Register (2003-07-02)","Download","505230","6918.0 acres"
"1010","Penny-cress, Kneeland Prairie","Thlaspi californicum","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2002-10-09)","Download","508155","66.7 acres"
"1016","No common name","Xylosma crenatum","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","-20","2197.1 acres"
"1020","Milk-vetch, Holmgren","Astragalus holmgreniorum","Wherever found","Flowering Plants","Region 6","Endangered","Final","Federal Register (2006-12-27)","Download","25535","6193.6 acres"
"1021","Milk-vetch, Peirson's","Astragalus magdalenae var. peirsonii","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (2008-02-14)","Download","192607","11869.2 acres"
"1027","Flannelbush, Mexican","Fremontodendron mexicanum","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2007-09-27)","Download","21581","176.1 acres"
"1030","Water-umbel, Huachuca","Lilaeopsis schaffneriana var. recurva","Wherever found","Flowering Plants","Region 2","Endangered","Final","Federal Register (1999-07-12)","Download","182174","689.4 acres"
"1032","No common name","Cyperus pennatiformis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","39987","10425.6 acres"
"1049","Haha","Cyanea grimesiana ssp. obatae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","523924","7984.6 acres"
"1050","Haha","Cyanea hamatiflora ssp. carlsonii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","523925","4736.4 acres"
"1051","Haha","Cyanea lobata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34714","6484.1 acres"
"1052","haha","Cyanea gibsonii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","","196209",""
"1054","Na`ena`e","Dubautia herbstobatae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","196318","7295.0 acres"
"1058","Heather, mountain golden","Hudsonia montana","Wherever found","Flowering Plants","Region 4","Threatened","Final","Federal Register (1980-10-20)","Download","22276","1304.6 acres"
"1060","Holei","Ochrosia kilaueaensis","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2003-07-02)","","30192",""
"1062","loulu","Pritchardia kaalae","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2003-06-17)","","42477",""
"1063","loulu","Pritchardia schattaueri","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2003-07-02)","","504609",""
"1065","Ma`oli`oli","Schiedea apokremnos","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","20203","1595.9 acres"
"1066","No common name","Schiedea haleakalensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","20206","27806.2 acres"
"1067","No common name","Schiedea helleri","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","20208","2005.1 acres"
"1068","No common name","Schiedea lydgatei","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","20215","8758.3 acres"
"1069","No common name","Schiedea spergulina var. leiopoda","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","530259","10.0 acres"
"1070","No common name","Schiedea spergulina var. spergulina","Wherever found","Flowering Plants","Region 1","Threatened","Final","Federal Register (2003-02-27)","Download","530260","1058.4 acres"
"1071","Laulihilihi","Schiedea stellarioides","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","20224","3422.1 acres"
"1074","Onion, Munz's","Allium munzii","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2013-04-16)","Download","506825","80.3 acres"
"1075","No common name","Schiedea viscosa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","20226","2064.3 acres"
"1081","Meadowfoam, Butte County","Limnanthes floccosa ssp. californica","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2006-02-10)","Download","196069","16575.6 acres"
"1083","No common name","Remya montgomeryi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","196322","3739.3 acres"
"1084","Kuawawaenohu","Schiedea lychnoides","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","20214","2909.3 acres"
"1086","Milk-vetch, Cushenbury","Astragalus albens","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2002-12-24)","Download","25406","4110.6 acres"
"1088","Milk-vetch, Shivwits","Astragalus ampullarioides","Wherever found","Flowering Plants","Region 6","Endangered","Final","Federal Register (2006-12-27)","Download","820304","2239.3 acres"
"1090","Crownscale, San Jacinto Valley","Atriplex coronata var. notatior","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2013-04-16)","Exempted or Excluded please see Federal Register Document","192235","0 Acres or Miles"
"1092","No common name","Catesbaea melanocarpa","Wherever found","Flowering Plants","Region 4","Endangered","Final","Federal Register (2007-08-28)","Download","34956","6.6 acres"
"1093","Awiwi","Schenkia sebaeoides","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","30047","5925.7 acres"
"1094","`Akoko","Euphorbia kuwaleana","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","28162","1729.9 acres"
"1097","`Oha wai","Clermontia oblongifolia ssp. brevipes","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","523875","26216.5 acres"
"1098","`Oha wai","Clermontia oblongifolia ssp. mauiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","196207","40700.7 acres"
"1099","Haha","Cyanea asarifolia","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","34676","3825.5 acres"
"1100","Haha","Cyanea copelandii ssp. copelandii","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2003-07-02)","","523918",""
"1101","haha","Cyanea dunbariae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","501860","17690.0 acres"
"1102","Haha","Cyanea glabra","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","501863","38604.3 acres"
"1103","Haha","Cyanea mannii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34718","14664.4 acres"
"1104","Haha","Cyanea procera","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34732","14664.4 acres"
"1105","Haha","Cyanea recta","Wherever found","Flowering Plants","Region 1","Threatened","Final","Federal Register (2003-02-27)","Download","34737","3844.7 acres"
"1106","Haha","Cyanea truncata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","34753","32053.0 acres"
"1107","Haha","Cyanea undulata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","34754","2481.4 acres"
"1108","Pu`uka`a","Cyperus trachysanthos","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","39990","1775.4 acres"
"1109","Mapele","Cyrtandra cyaneoides","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","34134","5803.1 acres"
"1110","Ha`iwale","Cyrtandra limahuliensis","Wherever found","Flowering Plants","Region 1","Threatened","Final","Federal Register (2003-02-27)","Download","501954","10830.5 acres"
"1111","Ha`iwale","Cyrtandra tintinnabula","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","34250","6687.2 acres"
"1112","Ha`iwale","Cyrtandra viridiflora","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","34259","30094.1 acres"
"1113","Na`ena`e","Dubautia pauciflorula","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","196319","2002.5 acres"
"1114","Na`ena`e","Dubautia plantaginea ssp. humilis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","524003","3014.4 acres"
"1116","Nioi","Eugenia koolauensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","27194","8432.0 acres"
"1117","Mehamehame","Flueggea neowawraea","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","502636","37680.2 acres"
"1118","kopa","Kadua cordata remyi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Exempted or Excluded please see Federal Register Document","528340","0 Acres or Miles"
"1119","Tarplant, Gaviota","Deinandra increscens ssp. villosa","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2002-11-07)","Download","780726","9932.1 acres"
"1126","Lupine, Kincaid's","Lupinus sulphureus ssp. kincaidii","Wherever found","Flowering Plants","Region 1","Threatened","Final","Federal Register (2006-10-31)","Download","526095","538.6 acres"
"1128","No common name","Lysimachia lydgatei","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","24010","7454.0 acres"
"1129","No common name","Lysimachia maxima","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","195806","13228.6 acres"
"1131","No common name","Cyperus fauriei","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","516776","9881.3 acres"
"1132","Alani","Melicope adscendens","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","196014","24555.7 acres"
"1133","Kolea","Myrsine juddii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","23911","25106.1 acres"
"1134","oxytheca, Cushenbury","Oxytheca parishii var. goodmaniana","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2002-12-24)","Download","529318","3150.6 acres"
"1135","No common name","Phyllostegia waimeae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","196178","899.6 acres"
"1136","Kiponapona","Phyllostegia racemosa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","196172","7117.9 acres"
"1137","No common name","Phyllostegia velutina","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","504364","9006.9 acres"
"1138","No common name","Phyllostegia warshaueri","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","504365","9010.5 acres"
"1139","No common name","Phyllostegia wawrana","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","196179","4310.2 acres"
"1140","Kuahiwi laukahi","Plantago hawaiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","32916","10089.1 acres"
"1141","Hala pepe","Dracaena konaensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","810315","31995.0 acres"
"1142","loulu","Pritchardia maideniana","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2003-07-02)","","817240",""
"1143","loulu","Pritchardia napaliensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","","519627",""
"1144","loulu","Pritchardia viscosa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","","42492",""
"1146","No common name","Sanicula mariversa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","202478","7295.0 acres"
"1147","No common name","Schiedea kauaiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","565491","2303.5 acres"
"1148","No common name","Schiedea nuttallii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","20219","8515.0 acres"
"1151","`Anunu","Sicyos albus","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","505200","15483.1 acres"
"1152","No common name","Silene perlmanii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","195408","7295.0 acres"
"1154","No common name","Spermolepis hawaiiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","505318","32995.2 acres"
"1155","No common name","Stenogyne bifida","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","32834","27020.8 acres"
"1156","No common name","Stenogyne campanulata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","505367","1052.0 acres"
"1157","No common name","Trematolobelia singularis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","505567","30094.1 acres"
"1159","A`e","Zanthoxylum dipetalum var. tomentosum","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-07-02)","Download","530907","4149.9 acres"
"1163","No common name","Phyllostegia mannii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","196170","54102.7 acres"
"1166","Ceanothus, Vail Lake","Ceanothus ophiochilus","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (2007-09-27)","Download","506889","192.8 acres"
"1171","Piperia, Yadon's","Piperia yadonii","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2007-10-24)","Download","507115","1748.5 acres"
"1174","Yellowhead, desert","Yermo xanthocephalus","Wherever found","Flowering Plants","Region 6","Threatened","Final","Federal Register (2004-03-16)","Download","507242","356.4 acres"
